Wall time,Step,Value
1722539204.339338,90,1.4798258543014526
1722539205.581296,91,1.4204304218292236
1722539206.797012,92,1.5046254396438599
1722539207.812813,93,1.427912712097168
1722539208.862492,94,1.5054388046264648
1722539209.974643,95,1.6021556854248047
1722539210.992425,96,1.5676559209823608
1722539212.111892,97,1.5164777040481567
1722539213.258292,98,1.4895256757736206
1722539214.308232,99,1.4546555280685425
1722539215.379826,100,1.3786975145339966
1722539216.39967,101,1.9830296039581299
1722539217.450269,102,2.2765941619873047
1722539218.470837,103,2.20700740814209
1722539219.479754,104,2.1001172065734863
1722539220.603537,105,2.0319368839263916
1722539221.634801,106,2.0946831703186035
1722539222.702723,107,1.9904526472091675
1722539223.770211,108,1.8522499799728394
1722539224.796799,109,1.7983161211013794
1722539225.81026,110,1.7822248935699463
1722539226.860807,111,1.7368690967559814
1722539227.895145,112,1.7294169664382935
1722539228.920638,113,1.7043609619140625
1722539229.976166,114,1.678195834159851
1722539230.993641,115,1.7654118537902832
1722539232.087753,116,1.780403971672058
1722539233.325322,117,1.7348830699920654
1722539234.344784,118,1.7041703462600708
1722539235.429596,119,1.676761507987976
1722539236.463708,120,1.843425989151001
1722539237.479302,121,1.7905051708221436
1722539238.557238,122,1.741890549659729
1722539239.59037,123,1.7029964923858643
1722539240.653152,124,1.6671547889709473
1722539241.742848,125,1.6366803646087646
1722539242.849528,126,1.6041077375411987
1722539243.867108,127,1.6485155820846558
1722539245.166033,128,1.6918705701828003
1722539246.206991,129,1.6608433723449707
1722539247.272115,130,1.6477811336517334
1722539248.551388,131,1.606398582458496
1722539249.606292,132,1.5725021362304688
1722539250.67175,133,1.5721110105514526
1722539251.721778,134,1.6093668937683105
1722539252.842786,135,1.604597568511963
1722539253.903783,136,1.5052003860473633
1722539254.954734,137,1.4424858093261719
1722539256.01036,138,1.5171207189559937
1722539257.068543,139,1.590572714805603
1722539258.108188,140,1.5081478357315063
1722539259.170398,141,1.4218368530273438
1722539260.253087,142,1.468250036239624
1722539261.301273,143,1.576695203781128
1722539262.385027,144,1.5131913423538208
1722539263.49395,145,1.5274863243103027
1722539264.503106,146,1.3971914052963257
1722539265.578039,147,1.338159441947937
1722539266.598511,148,1.332276463508606
1722539267.613965,149,1.477726936340332
1722539268.674939,150,1.4278444051742554
1722539269.735155,151,1.3698484897613525
1722539270.873488,152,1.2820309400558472
1722539271.960455,153,1.2542908191680908
1722539273.0674,154,1.2640130519866943
1722539274.147722,155,1.3401768207550049
1722539275.262014,156,1.4029417037963867
1722539276.349326,157,1.2623674869537354
1722539277.46793,158,1.2839882373809814
1722539278.675812,159,1.2096623182296753
1722539279.888276,160,1.1762690544128418
1722539281.246309,161,1.216063141822815
1722539283.541117,162,1.1181235313415527
1722539284.602874,163,1.0800498723983765
1722539285.646331,164,1.0077797174453735
1722539286.706678,165,1.1915141344070435
1722539287.75023,166,1.2470602989196777
1722539288.793882,167,1.389694094657898
1722539290.0785,168,1.3497142791748047
1722539291.129244,169,1.1851024627685547
1722539292.196085,170,1.1020766496658325
1722539293.511689,171,1.0261073112487793
1722539294.571899,172,1.1395188570022583
1722539295.676224,173,0.9907093644142151
1722539296.742373,174,2.0473618507385254
1722539297.800989,175,1.7080485820770264
1722539298.895036,176,1.6774330139160156
1722539299.93766,177,1.6130210161209106
1722539300.986304,178,1.5350357294082642
1722539302.072366,179,1.4520362615585327
1722539303.136317,180,1.344822883605957
1722539304.295094,181,1.2628047466278076
1722539305.449128,182,1.2562702894210815
1722539306.492771,183,1.731172800064087
1722539307.565416,184,1.3936313390731812
1722539309.023559,185,1.3755837678909302
1722539310.186986,186,1.299531102180481
1722539311.362776,187,1.2147200107574463
1722539312.407819,188,1.3577789068222046
1722539313.580433,189,1.3489898443222046
1722539314.694222,190,1.363646388053894
1722539315.817247,191,1.1678228378295898
1722539316.91373,192,1.119902491569519
1722539317.977581,193,1.043381690979004
1722539319.225016,194,1.1225779056549072
1722539320.302195,195,1.007797122001648
1722539321.422964,196,0.9184770584106445
1722539322.505404,197,0.9023229479789734
1722539323.56976,198,1.533756136894226
1722539324.826416,199,1.4994498491287231
1722539325.900285,200,1.4243059158325195
1722539326.958952,201,1.32527494430542
1722539328.018889,202,1.3900898694992065
1722539329.276644,203,1.4675148725509644
1722539330.369188,204,1.362736701965332
1722539331.451492,205,1.2115663290023804
1722539332.516894,206,1.144631028175354
1722539333.555503,207,1.0613090991973877
1722539334.870755,208,1.0370434522628784
1722539335.944689,209,1.0358405113220215
1722539337.000027,210,1.0668928623199463
1722539338.071869,211,0.9881621599197388
1722539339.164436,212,0.9990814924240112
1722539340.243097,213,0.9464316964149475
1722539341.312216,214,1.2220772504806519
1722539342.355053,215,1.1088162660598755
1722539343.44175,216,1.183037519454956
1722539344.546034,217,0.9933971762657166
1722539345.727235,218,0.9356733560562134
1722539346.781128,219,1.2058398723602295
1722539347.825053,220,1.2218066453933716
1722539348.847946,221,1.0423011779785156
1722539349.933384,222,1.0399243831634521
1722539351.142636,223,1.1608860492706299
1722539352.192044,224,0.9465218782424927
1722539353.458399,225,0.9064242243766785
1722539354.552057,226,0.9277304410934448
1722539355.80881,227,1.0917543172836304
1722539356.832735,228,1.0950796604156494
1722539357.87898,229,1.035848617553711
1722539358.942658,230,1.0824421644210815
1722539359.986055,231,1.0023219585418701
1722539361.24086,232,0.9514068365097046
1722539362.293425,233,0.8775790333747864
1722539363.316835,234,0.9209593534469604
1722539364.448515,235,0.9362951517105103
1722539365.512387,236,0.9323667287826538
1722539366.534576,237,0.8085495829582214
1722539367.602433,238,1.1555083990097046
1722539368.714567,239,1.039737343788147
1722539369.755292,240,1.1526472568511963
1722539370.82266,241,1.1181583404541016
1722539371.861,242,0.9541822075843811
1722539372.901908,243,0.8897951245307922
1722539373.973259,244,0.8212084770202637
1722539375.060507,245,0.8821306228637695
1722539376.116635,246,0.8401291966438293
1722539377.186906,247,0.8795063495635986
1722539378.215103,248,0.896977424621582
1722539379.274342,249,0.8781036138534546
1722539380.306522,250,0.8674941062927246
1722539381.354184,251,0.751354992389679
1722539382.619853,252,0.7119084596633911
1722539383.671754,253,0.7143007516860962
1722539384.763772,254,0.8135840892791748
1722539386.00058,255,0.88421630859375
1722539387.034283,256,0.9058408737182617
1722539388.079287,257,0.7411308884620667
1722539389.161274,258,0.686683177947998
1722539390.189715,259,0.7872800230979919
1722539391.478025,260,1.195562481880188
1722539392.515925,261,1.2228888273239136
1722539393.554809,262,0.9985160827636719
1722539394.599155,263,0.8729293346405029
1722539395.715599,264,0.8269105553627014
1722539396.742092,265,0.8240417242050171
1722539397.778215,266,0.8117038011550903
1722539398.846741,267,0.7634358406066895
1722539399.884007,268,0.7065790891647339
1722539400.974666,269,0.6913515329360962
1722539402.145574,270,0.6855573058128357
1722539403.176977,271,0.7702823877334595
1722539404.215405,272,0.851010262966156
1722539405.283202,273,0.6376862525939941
1722539406.332362,274,0.7476325631141663
1722539407.364521,275,1.1054867506027222
1722539408.387384,276,0.735507607460022
1722539409.447036,277,0.7959184050559998
1722539410.484275,278,0.8289610147476196
1722539411.506228,279,0.7063761949539185
1722539412.560697,280,0.7731732726097107
1722539413.762951,281,0.7297077178955078
1722539414.790695,282,0.636156439781189
1722539416.119745,283,0.5978572368621826
1722539417.141412,284,0.5578498244285583
1722539418.144121,285,0.841454803943634
1722539419.204011,286,0.9018842577934265
1722539420.227182,287,0.7393611669540405
1722539421.2763,288,0.6734402775764465
1722539422.314763,289,0.7197282314300537
1722539423.350246,290,0.6218730807304382
1722539424.396639,291,0.6500003337860107
1722539425.411749,292,0.6824193596839905
1722539426.496515,293,0.7429581880569458
1722539427.56036,294,0.5606581568717957
1722539428.615022,295,0.790273129940033
1722539429.639161,296,1.300122618675232
1722539430.696188,297,1.5905181169509888
1722539431.743535,298,1.3384212255477905
1722539432.784929,299,1.08185875415802
1722539433.845051,300,0.9714818000793457
1722539434.87718,301,0.8081991076469421
1722539435.974316,302,0.7345740795135498
1722539437.038105,303,0.6739604473114014
1722539438.057737,304,0.5899972915649414
1722539439.102193,305,0.5583557486534119
1722539440.169141,306,3.376987934112549
1722539441.18454,307,2.4284141063690186
1722539442.291288,308,2.0438790321350098
1722539443.337004,309,2.0372745990753174
1722539444.348326,310,2.066790819168091
1722539445.406683,311,2.0590739250183105
1722539446.486455,312,1.943792462348938
1722539447.504878,313,1.8439624309539795
1722539448.559716,314,1.7312159538269043
1722539449.570281,315,1.6946284770965576
1722539450.659712,316,1.6911932229995728
1722539451.863424,317,1.6109764575958252
1722539452.878789,318,1.5645763874053955
1722539453.904299,319,1.5553982257843018
1722539454.992319,320,1.6161481142044067
1722539456.223868,321,1.683202862739563
1722539457.276885,322,1.6111518144607544
1722539458.339584,323,1.5116736888885498
1722539459.549552,324,1.4606297016143799
1722539460.611492,325,1.5053951740264893
1722539461.657433,326,1.3907322883605957
1722539462.679301,327,1.5238561630249023
1722539463.717431,328,1.5920584201812744
1722539464.740107,329,1.538452386856079
1722539465.761718,330,1.4519391059875488
1722539466.871065,331,1.34055757522583
1722539467.891532,332,1.2105326652526855
1722539468.914086,333,1.7871330976486206
1722539469.956813,334,1.5972368717193604
1722539471.015434,335,1.5854665040969849
1722539472.297592,336,1.448401689529419
1722539473.669584,337,1.3209320306777954
1722539474.915572,338,1.3203372955322266
1722539476.187816,339,1.2283148765563965
1722539477.51145,340,1.3186299800872803
1722539478.741991,341,1.3201161623001099
1722539479.898077,342,1.28645920753479
1722539481.060294,343,1.3005256652832031
1722539482.256527,344,1.3138412237167358
1722539483.340505,345,1.2205028533935547
1722539484.468173,346,1.1953461170196533
1722539485.549517,347,1.2488149404525757
1722539486.650177,348,1.1234221458435059
1722539487.779562,349,1.054638385772705
1722539488.895586,350,1.073439359664917
1722539489.975607,351,1.1657636165618896
1722539491.089231,352,1.158716082572937
1722539492.249216,353,1.120141863822937
1722539493.387531,354,1.0988768339157104
1722539494.462409,355,1.0789954662322998
1722539495.542867,356,1.1660254001617432
1722539496.649891,357,1.22129225730896
1722539497.803468,358,1.0992807149887085
1722539498.857517,359,1.019730806350708
1722539500.102863,360,1.1527560949325562
1722539501.115092,361,1.1337047815322876
1722539502.115696,362,0.9657784700393677
1722539503.159934,363,1.000822901725769
1722539504.164023,364,1.0405820608139038
1722539505.196311,365,0.9432691931724548
1722539506.243023,366,0.9705529808998108
1722539507.304757,367,1.0855090618133545
1722539508.345872,368,1.0131512880325317
1722539509.359762,369,0.8621202111244202
1722539510.380667,370,0.8142589926719666
1722539511.652278,371,0.7869513034820557
1722539512.923152,372,0.8580927848815918
1722539513.914199,373,0.7513012290000916
1722539514.99693,374,0.7842011451721191
1722539516.013802,375,1.2161173820495605
1722539517.012215,376,1.4488788843154907
1722539518.106745,377,1.187812089920044
1722539519.166886,378,1.2321492433547974
1722539520.197592,379,1.093727946281433
1722539521.253245,380,0.9897916913032532
1722539522.262213,381,0.9227567911148071
1722539523.294898,382,0.8553220629692078
1722539524.321877,383,0.7919517755508423
1722539525.313181,384,0.8990193605422974
1722539526.351685,385,0.8831565380096436
1722539527.372319,386,0.781068742275238
1722539528.431584,387,0.7476511001586914
1722539529.671113,388,0.7543637752532959
1722539530.689848,389,0.6926892399787903
1722539531.912524,390,1.461951732635498
1722539533.124783,391,1.651447057723999
1722539534.129423,392,1.411936640739441
1722539535.415806,393,1.2244415283203125
1722539536.413024,394,1.139430046081543
1722539537.414376,395,1.0001661777496338
1722539538.513975,396,0.9520746469497681
1722539539.5228,397,0.9975553750991821
1722539540.528958,398,0.8568951487541199
1722539541.559185,399,0.8415005207061768
1722539542.572944,400,0.7541846632957458
1722539543.596247,401,0.7717944979667664
1722539544.649652,402,0.8567216992378235
1722539545.670862,403,1.0740934610366821
1722539546.676353,404,0.9280867576599121
1722539547.981102,405,0.89083331823349
1722539549.028786,406,0.7760825753211975
1722539550.015647,407,0.7063403129577637
1722539551.047663,408,0.6962641477584839
1722539552.064489,409,0.6545258164405823
1722539553.068385,410,0.9066765904426575
1722539554.116213,411,0.9395102858543396
1722539555.134634,412,0.868209719657898
1722539556.159529,413,1.2038230895996094
1722539557.200058,414,1.0359807014465332
1722539558.27193,415,0.8170006275177002
1722539559.33247,416,0.7333653569221497
1722539560.358252,417,0.6792866587638855
1722539561.344034,418,0.7290679812431335
1722539562.386052,419,0.7106803059577942
1722539563.417307,420,0.7533895969390869
1722539564.455528,421,0.6414914131164551
1722539565.497919,422,0.5819483995437622
1722539566.501276,423,0.7457788586616516
1722539567.494282,424,0.8576658368110657
1722539568.85646,425,0.7442429065704346
1722539569.87348,426,0.6840047836303711
1722539570.959265,427,0.627225935459137
1722539571.996236,428,0.6490603685379028
1722539573.0051,429,0.6299391388893127
1722539574.266231,430,0.8316566348075867
1722539575.563976,431,0.5901929140090942
1722539576.821675,432,0.5731680393218994
1722539577.970383,433,0.7133313417434692
1722539579.078018,434,0.695549488067627
1722539580.306731,435,0.9801412224769592
1722539581.305952,436,0.6888207793235779
1722539582.334087,437,0.6158244609832764
1722539583.360562,438,0.6761134266853333
1722539584.57218,439,0.6854292154312134
1722539585.582967,440,0.6588979959487915
1722539586.617661,441,0.620921790599823
1722539587.624952,442,0.7824605107307434
1722539588.653763,443,0.9389042258262634
1722539589.932558,444,1.00479257106781
1722539590.942949,445,0.6705759763717651
1722539591.960158,446,0.6668044924736023
1722539593.181123,447,0.7922093272209167
1722539594.185213,448,0.7611996531486511
1722539595.221918,449,0.715235710144043
1722539596.27835,450,0.7572585940361023
1722539597.280394,451,0.8382304310798645
1722539598.326633,452,0.7464252710342407
1722539599.405087,453,0.6391012072563171
1722539600.562811,454,0.5856248140335083
1722539601.580559,455,0.6234936714172363
1722539602.585535,456,0.528003990650177
1722539603.59508,457,0.5900723338127136
1722539604.632661,458,0.6236543655395508
1722539605.671692,459,0.661262571811676
1722539606.679969,460,0.7346612811088562
1722539607.9557,461,0.7653030157089233
1722539609.028867,462,0.6135498285293579
1722539610.109557,463,0.5611053705215454
1722539611.162302,464,0.5354846715927124
1722539612.417511,465,0.6101683378219604
1722539614.680666,466,0.7885637283325195
1722539616.075224,467,0.6408448219299316
1722539617.164981,468,0.6412269473075867
1722539618.215815,469,0.5803533792495728
1722539619.568876,470,0.5581263899803162
1722539620.650862,471,0.5316983461380005
1722539621.697666,472,0.5689252018928528
1722539622.864471,473,0.5706257224082947
1722539623.884595,474,0.6422720551490784
1722539625.000075,475,0.62960284948349
1722539626.085269,476,0.6546945571899414
1722539627.112957,477,0.5971726775169373
1722539628.197207,478,0.6941285133361816
1722539629.25524,479,1.266434669494629
1722539630.342113,480,1.28101646900177
1722539631.508418,481,0.9724855422973633
1722539632.548442,482,0.9599460363388062
1722539633.591159,483,0.7878323793411255
1722539634.749122,484,0.686258852481842
1722539635.843749,485,0.6184304356575012
1722539636.85183,486,0.5980095863342285
1722539638.127737,487,0.5500730276107788
1722539639.398284,488,0.5242526531219482
1722539640.541401,489,0.5059474110603333
1722539641.559252,490,0.54691481590271
1722539642.572916,491,0.6895443201065063
1722539643.698439,492,0.6662430763244629
1722539644.755357,493,0.5548498630523682
1722539645.801818,494,0.4609597623348236
1722539646.856555,495,0.4693123400211334
1722539647.892548,496,0.5012644529342651
1722539649.107674,497,0.523787796497345
1722539650.206623,498,0.8962672352790833
1722539651.166011,499,0.820385754108429
1722539652.166502,500,0.6922460794448853
1722539653.339205,501,0.6866828799247742
1722539654.379075,502,0.7009032964706421
1722539655.421899,503,0.7039676308631897
1722539656.424822,504,0.611112117767334
1722539657.432115,505,0.5832406282424927
1722539658.477193,506,0.5873937010765076
1722539659.520267,507,0.5273534655570984
1722539660.576772,508,0.6509310603141785
1722539661.774484,509,0.7083863615989685
1722539662.772339,510,0.8651783466339111
1722539663.761402,511,0.70326828956604
1722539664.80136,512,0.892733097076416
1722539665.860573,513,0.6442875266075134
1722539666.849238,514,0.568139910697937
1722539667.908543,515,0.4802019000053406
1722539668.937287,516,0.55022132396698
1722539669.963589,517,0.47486817836761475
1722539671.065418,518,0.44161561131477356
1722539672.271918,519,0.46612629294395447
1722539673.86048,520,0.43938323855400085
1722539675.032756,521,0.41691088676452637
1722539676.439464,522,0.6090084314346313
1722539678.095854,523,0.6523091793060303
1722539679.698082,524,0.5347452759742737
1722539681.30428,525,0.5133959650993347
1722539682.781183,526,0.4545888900756836
1722539685.365195,527,0.4118651747703552
1722539686.966656,528,0.4639807939529419
1722539688.517729,529,0.7202863097190857
1722539691.042836,530,0.777850866317749
1722539693.183499,531,0.864016592502594
1722539694.568562,532,0.6386184692382812
1722539695.799847,533,0.5465066432952881
1722539696.982732,534,0.5150046944618225
1722539698.28498,535,0.551085352897644
1722539699.545946,536,0.4269914925098419
1722539700.93215,537,0.38616815209388733
1722539702.106549,538,0.3633396625518799
1722539703.293249,539,0.3703663945198059
1722539704.530123,540,0.419327050447464
1722539705.816874,541,0.6175625324249268
1722539706.972963,542,1.0060404539108276
1722539708.108242,543,0.9599594473838806
1722539709.248648,544,0.6871309876441956
1722539710.422754,545,0.6811408400535583
1722539711.647468,546,0.5257680416107178
1722539712.9704,547,0.5507286190986633
1722539715.336615,548,0.5093556046485901
1722539716.429828,549,0.4407258927822113
1722539717.575887,550,0.49381402134895325
1722539718.701912,551,0.40540140867233276
1722539719.97438,552,0.41869407892227173
1722539721.624178,553,0.38133302330970764
1722539723.097478,554,0.5759609341621399
1722539724.139787,555,0.665648341178894
1722539725.367736,556,0.5482485294342041
1722539726.524889,557,0.4799361526966095
1722539727.792953,558,0.6449440121650696
1722539729.094715,559,0.6078530550003052
1722539730.428403,560,0.6886932849884033
1722539732.845736,561,0.6896716952323914
1722539734.041033,562,0.6247110962867737
1722539735.202806,563,0.8977754712104797
1722539736.416091,564,2.0228428840637207
1722539737.5786,565,1.5752062797546387
1722539738.836217,566,1.4548574686050415
1722539740.063086,567,1.3674280643463135
1722539741.21804,568,1.2870025634765625
1722539742.503635,569,1.238183856010437
1722539743.6168,570,1.2079702615737915
1722539744.607515,571,1.2139309644699097
1722539745.644847,572,1.147527813911438
1722539746.726479,573,1.1812448501586914
1722539747.840115,574,1.04166841506958
1722539749.037218,575,0.9740675687789917
1722539750.10113,576,0.9000920057296753
1722539753.079633,577,0.9722208380699158
1722539755.264938,578,1.0559278726577759
1722539757.553008,579,0.8653459548950195
1722539759.445762,580,0.8193903565406799
1722539761.092703,581,0.7917780876159668
1722539763.747762,582,0.7851175665855408
1722539764.809778,583,0.9462964534759521
1722539765.921291,584,0.9169675707817078
1722539767.175785,585,0.7997308969497681
1722539768.82083,586,0.7255218029022217
1722539771.251943,587,0.7413182854652405
1722539772.788146,588,0.9280815124511719
1722539775.723069,589,0.9339982867240906
1722539777.517506,590,0.851809561252594
1722539779.236889,591,0.6969367265701294
1722539780.725731,592,0.6727328896522522
1722539782.283108,593,0.6205793619155884
1722539783.807552,594,0.5832512378692627
1722539785.6844,595,0.5886138677597046
1722539787.221041,596,0.6726362705230713
1722539788.831144,597,0.7898845076560974
1722539789.972964,598,0.7462336421012878
1722539791.114063,599,0.9390727877616882
1722539792.803962,600,1.0196048021316528
1722539794.945022,601,0.9369533658027649
1722539797.042942,602,1.2838691473007202
1722539798.439676,603,1.0200923681259155
1722539799.803809,604,0.8692609667778015
1722539801.123351,605,0.7725780010223389
1722539802.485599,606,0.7200433015823364
1722539804.247207,607,0.6738733053207397
1722539805.46707,608,0.95060133934021
1722539806.629498,609,1.0855071544647217
1722539808.140174,610,0.9430744647979736
1722539809.612758,611,0.9273166656494141
1722539810.76524,612,0.8343193531036377
1722539812.183749,613,0.7367561459541321
1722539813.457228,614,0.6890268325805664
1722539814.958969,615,0.5815629959106445
1722539816.334324,616,0.5715270042419434
1722539818.20949,617,0.6241689920425415
1722539819.61911,618,0.6091198921203613
1722539821.171225,619,0.5657256841659546
1722539822.383865,620,0.5514107942581177
1722539823.701465,621,0.5251645445823669
1722539825.478916,622,0.5152221322059631
1722539827.473451,623,0.501449704170227
1722539829.362013,624,0.49511146545410156
1722539830.721634,625,0.5572874546051025
1722539833.624655,626,0.6154313087463379
1722539835.063174,627,0.8026756644248962
1722539837.920984,628,0.9016755819320679
1722539840.169097,629,0.712338387966156
1722539841.543659,630,0.7120214700698853
1722539842.825544,631,0.5783479809761047
1722539843.863702,632,0.6114739775657654
1722539845.308293,633,0.5789824724197388
1722539847.154816,634,0.4691013693809509
1722539848.93585,635,0.45356327295303345
1722539850.827112,636,0.5172591805458069
1722539852.047105,637,0.496092289686203
1722539853.833553,638,0.6758586168289185
1722539855.533171,639,0.5921260118484497
1722539857.058888,640,0.5499212741851807
1722539858.716193,641,0.5614364743232727
1722539859.876243,642,0.5550621747970581
1722539861.061781,643,0.5122849941253662
1722539862.268301,644,0.46321144700050354
1722539863.87563,645,0.40197256207466125
1722539865.408344,646,0.46817970275878906
1722539866.716893,647,0.46309760212898254
1722539868.114263,648,0.5029983520507812
1722539869.599516,649,0.38667306303977966
1722539871.004178,650,0.4271484911441803
1722539872.373294,651,0.36342254281044006
1722539873.912765,652,0.443998247385025
1722539876.076904,653,0.34174224734306335
1722539878.213854,654,0.5608933568000793
1722539880.082642,655,0.4591531753540039
1722539882.557651,656,0.4658013582229614
1722539884.057912,657,0.5104266405105591
1722539885.50729,658,0.5076254606246948
1722539886.978878,659,0.5512388944625854
1722539888.236555,660,0.6173770427703857
1722539889.601874,661,0.4565984308719635
1722539892.128487,662,0.4865439534187317
1722539893.69372,663,0.4650314450263977
1722539896.259891,664,0.380397230386734
1722539897.61924,665,0.34156596660614014
1722539899.127171,666,0.37105947732925415
1722539900.575139,667,0.32760632038116455
1722539902.236991,668,0.3622342348098755
1722539904.544218,669,0.4198867082595825
1722539907.084178,670,0.6058953404426575
1722539908.542453,671,0.9851824641227722
1722539910.830441,672,0.5163995027542114
1722539912.040022,673,0.5289391279220581
1722539913.467232,674,0.4948037266731262
1722539914.8821,675,0.37442508339881897
1722539917.3512,676,0.3696538507938385
1722539919.10039,677,0.3340202271938324
1722539920.947565,678,0.5178128480911255
1722539922.800406,679,0.8531026244163513
1722539924.765418,680,0.5835486650466919
1722539926.327506,681,0.5664591193199158
1722539927.791753,682,0.5350351333618164
1722539929.23704,683,0.5034407377243042
1722539930.806178,684,0.4443376362323761
1722539932.340627,685,0.40445584058761597
1722539933.900688,686,0.437455952167511
1722539935.65009,687,0.4008817970752716
1722539937.833287,688,0.4127372205257416
1722539940.283408,689,0.3792814314365387
1722539942.601213,690,0.3297542631626129
1722539944.736471,691,0.3558793365955353
1722539947.178542,692,0.3810092806816101
1722539948.927418,693,0.3654838800430298
1722539950.484703,694,0.3333495557308197
1722539951.914312,695,0.2861931622028351
1722539954.46571,696,0.29384520649909973
1722539955.675858,697,0.27910858392715454
1722539956.793165,698,0.4093664586544037
1722539958.482446,699,0.6119790077209473
1722539959.969593,700,0.5959769487380981
1722539961.426189,701,0.4265999495983124
1722539962.941206,702,0.5988814234733582
1722539964.31019,703,0.399448424577713
1722539965.609814,704,0.3859613239765167
1722539966.724554,705,0.48120710253715515
1722539967.969751,706,0.480890154838562
1722539969.139706,707,0.33939579129219055
1722539970.241104,708,0.44239699840545654
1722539971.414388,709,0.4549281597137451
1722539972.876249,710,0.34595656394958496
1722539974.920228,711,2.599872589111328
1722539976.934483,712,1.9057689905166626
1722539979.310493,713,1.490707516670227
1722539980.757924,714,1.3337655067443848
1722539982.342272,715,1.2463537454605103
1722539983.609005,716,1.1704298257827759
1722539985.166977,717,1.1332802772521973
1722539986.557519,718,1.0981063842773438
1722539987.75183,719,1.0691877603530884
1722539989.476218,720,1.01943039894104
1722539990.734559,721,0.9752435088157654
1722539991.860104,722,0.9534552097320557
1722539993.033042,723,0.9079594016075134
1722539994.166635,724,0.9070233106613159
1722539995.278886,725,0.8908465504646301
1722539996.528495,726,0.8398641347885132
1722539997.817288,727,0.7802126407623291
1722539998.973349,728,0.7316539287567139
1722540000.103299,729,0.7715434432029724
1722540001.266997,730,0.8820089101791382
1722540002.355933,731,1.2713547945022583
1722540003.478317,732,0.953014612197876
1722540004.521792,733,0.7773183584213257
1722540005.602934,734,0.6469601392745972
1722540006.764063,735,0.6206547617912292
1722540008.274481,736,0.5797853469848633
1722540009.648149,737,0.6186404824256897
1722540010.724822,738,0.5981716513633728
1722540012.105442,739,0.5013889670372009
1722540013.74678,740,0.5155689120292664
1722540015.860341,741,0.5146797895431519
